pdf_name,pdf_path,pdf_found,pdf_success,year,county
2010_Sligo_Strandhill_761.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,sligo
2010 County Sligo Tubbercurry 721.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,sligo
2010 County Tipperary_North Ballina 824.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Ballingarry 845.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Ballycahill 719.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Birdhill 587.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Borrisokane 546.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Castleiney 1211.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Cloughjordan 164.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Holycross 599.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010_Tipperary(North)_Inch-Bouladuff-Ragg_1057.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,tipperary-north
2010 County Tipperary_North Inch-Bouladuff-Ragg 1057.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Kilbarron 1182.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Kilcommon 355.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Killoscully 525.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Lorrha 863.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Loughmore 535.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Moyne 218.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Nenagh 726.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Newport 1051.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Portroe 838.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Puckane 848.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010_Tipperary(North)_Riverstown-Killeen_912.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,tipperary-north
2010 County Tipperary_North Roscrea 622.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Shevry 623.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Silvermines 624.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Templemore 590.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Templetuohy 594.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Terryglass 626.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010_Tipperary(North)_Thurles_627.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,tipperary-north
2010 County Tipperary_North Thurles 627.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_North Upperchurch 628.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-north
2010 County Tipperary_South Ardfinnan 296.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Ballyneale 630.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Bansha 631.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Boherlahan 632.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Cahir 634.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Cappawhite 635.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010_Tipperary(South)_Carrick-on-Suir_301.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,tipperary-south
2010 County Tipperary_South Carrick-on-Suir 301.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Cashel 325.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Clogheen 637.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Cloneen 557.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Clonmel 516.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Clonoulty 528.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Drangan 598.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Dualla 639.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Emly 641.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Golden 642.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Hollyford 537.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Kilcash 523.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Kilsheelan 559.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Marlfield 592.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Newcastle 644.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Rossadrehid 602.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Tipperary_South Tipperary 520.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,tipperary-south
2010 County Waterford Ardmore 647.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Ballymacarbry 534.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Cappoquin 853.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Cheekpoint 951.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Clashmore 243.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010_Waterford_Clashmore_243.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,waterford
2010 County Waterford Dungarvan 230.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Dunhill 242.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Fenor 236.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Kilmacthomas 855.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010_Waterford_Kilmacthomas_855.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,waterford
2010 County Waterford Lismore 229.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Portlaw 241.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Stradbally 235.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Tramore 228.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Villierstown 240.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Waterford Waterford City 1213.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,waterford
2010 County Westmeath Athlone 234.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Ballinagore 518.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Ballinahown 239.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Ballinalack 233.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Ballykeeran 226.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Ballymore 238.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Ballynacargy 563.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Castledaly 221.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Castlepollard 237.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Castletown Geoghegan 844.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010_Westmeath_Castletown Geoghegan_844.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,westmeath
2010 County Westmeath Collinstown 106.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Coole 215.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Crookedwood 209.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Drumcree 575.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Dysart 26.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Finea 151.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Glasson 214.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Kilbeggan 208.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Kinnegad 213.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Loughnavalley 207.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Milltownpass 148.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Moate 913.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Mount Temple 1007.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Moyvore 212.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Mullingar 206.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Multyfarnham 147.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Raharney 797.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Rochfortbridge 146.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Rosemount 210.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Streamstown 153.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Streete 145.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Westmeath Tyrrellspass 152.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,westmeath
2010 County Wexford Askamore 144.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Ballycanew 143.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Ballycullane 128.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010_Wexford_Ballycullane_128.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,wexford
2010 County Wexford Ballyduff 122.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Ballygarrett 127.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Ballymurn 27.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Blackwater 126.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Bree 29.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Bunclody 137.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Camolin 125.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010_Wexford_Camolin_125.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,wexford
2010_Wexford_Carrig-on-Bannow_1727.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,wexford
2010 County Wexford Castlebridge 133.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Clonroche 124.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Coolgreany 119.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Craanford 132.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Enniscorthy 216.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Ferns 842.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Foulksmills 118.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Gorey 131.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Kilanerin 129.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Kilmuckridge 890.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Marshalstown 123.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Monageer 266.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford New Ross 259.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Newbawn 1222.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Oylegate 252.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Poulpeasty 265.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Rosslare 258.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wexford Wexford 458.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wexford
2010 County Wicklow Arklow 264.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Aughrim 257.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Avoca 250.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Baltinglass 263.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Bray 256.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Delgany 249.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Donard 262.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Dunlavin 517.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Grange Con 825.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Greystones 261.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Kiltegan 254.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Knockananna 247.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Laragh 260.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Newtownmountkennedy 515.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Rathdrum 998.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Roundwood 246.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Stratford-On-Slaney 849.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010_Wicklow_Stratford-On-Slaney_849.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,1.0,2010,wicklow
2010 County Wicklow Tinahely 245.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2010 County Wicklow Wicklow 244.pdf,http://www.tidytowns.ie/u_reports/2010,1.0,0.0,2010,wicklow
2011_Carlow_Ardattin_31.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Ardattin 31.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Bagenalstown_32.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Bagenalstown 32.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Ballinabranna_1816.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011_Carlow_Ballon_526.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Ballon 526.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Ballymurphy_34.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Ballymurphy 34.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Borris_35.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Borris 35.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Carlow_36.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Carlow 36.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Clonegal_37.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Clonegal 37.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Clonmore_38.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Clonmore 38.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011 County Carlow Fenagh 1440.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Fenagh_1440.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011_Carlow_Hacketstown_39.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Hacketstown 39.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011 County Carlow Kildavin 1147.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Kildavin_1147.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011_Carlow_Leighlinbridge_41.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Leighlinbridge 41.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Myshall_42.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Myshall 42.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Nurney_43.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Nurney 43.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011 County Carlow Old Leighlin 774.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Rathanna_44.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Rathanna 44.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Rathvilly_45.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Rathvilly 45.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_St Mullins_1155.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow St Mullins 1155.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Tinryland_47.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011 County Carlow Tinryland 47.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011 County Carlow Tullow 48.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,carlow
2011_Carlow_Tullow_48.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,carlow
2011_Cavan_Arvagh_49.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Bailieborough_792.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Bailieborough 792.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Ballinagh_905.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Ballinagh_905.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011_Cavan_Ballyjamesduff_964.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011 County Cavan Ballyjamesduff 964.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Ballyjamesduff_964.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011_Cavan_Belturbet_395.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Belturbet_395.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Belturbet 395.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Butlersbridge_51.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Cavan_944.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Crosskeys_1929.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011_Cavan_Killeshandra_53.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Killeshandra_53.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Killeshandra 53.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Kingscourt_54.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Kingscourt_54.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Kingscourt 54.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Loch Gowna_55.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Loch Gowna 55.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Loch-Gowna_55.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Mullagh_1097.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011 County Cavan Mullagh 1097.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Mullagh_1097.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011_Cavan_Redhills_57.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Redhills_57.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Redhills 57.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Cavan_Virginia_58.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,cavan
2011_Cavan_Virginia_58.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,cavan
2011 County Cavan Virginia 58.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,cavan
2011_Clare_Ballynacally_59.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,clare
2011 County Clare Ballynacally 59.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,clare
2011_Clare_Ballyvaughan_60.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,clare
2011 County Clare Ballyvaughan 60.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,0.0,2011,clare
2011_Clare_Barefield_1766.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,clare
2011_Clare_Bodyke_1791.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,clare
2010_Clare_Bridgetown_61.pdf,http://www.tidytowns.ie/wp-content/uploads/2017/12,1.0,1.0,2011,clare
2011_Clare_Bridgetown_61.pdf,http://www.tidytowns.ie/u_reports/2011,1.0,1.0,2011,clare
